Grand;01.01.2007 00:00;27.09.2012 00:00;8;3.5;6
Grand;01.01.2002 00:00;27.09.2012 00:00;18;3;9
Grand;01.01.1962 00:00;27.09.2012 00:00;20;3;12
Grand;01.01.1962 00:00;27.09.2012 00:00;18;3;10
Grand;01.01.2002 00:00;22.11.2012 00:00;16;3.2;9
Grand;01.01.1962 00:00;27.09.2012 00:00;20;4;10
Grand;01.01.1962 00:00;27.09.2012 00:00;16;4;10
Grand;01.01.1962 00:00;02.10.2012 00:00;25;5;20
Grand;01.01.1962 00:00;22.11.2012 00:00;15;4.5;9
Grand;01.01.2002 00:00;02.10.2012 00:00;11;3;5
Grand;01.01.2002 00:00;27.09.2012 00:00;14;2;8
Grand;01.01.2002 00:00;27.09.2012 00:00;15;4;9
Grand;01.01.1962 00:00;27.09.2012 00:00;20;3.5;13
Moyen;01.01.2002 00:00;27.09.2012 00:00;10;3;8
Grand;01.01.1962 00:00;22.11.2012 00:00;19;5;12
Grand;01.01.1962 00:00;27.09.2012 00:00;15;3;9
Grand;01.01.2002 00:00;27.09.2012 00:00;13;3;8
Grand;01.01.1962 00:00;02.10.2012 00:00;18;6;10
Grand;01.01.1962 00:00;27.09.2012 00:00;22;4;10
Grand;01.01.1912 00:00;27.09.2012 00:00;25;5;12
Grand;01.01.1962 00:00;22.11.2012 00:00;16;4;8
Grand;01.01.1962 00:00;22.11.2012 00:00;17;3.1;15
Grand;01.01.2002 00:00;27.09.2012 00:00;13;4;7
Moyen;01.01.1912 00:00;02.10.2012 00:00;18;3;18
Grand;01.01.1962 00:00;27.09.2012 00:00;25;4;12
Moyen;01.01.2002 00:00;27.09.2012 00:00;11;2.5;7
Grand;01.01.1962 00:00;22.11.2012 00:00;17;3.9;14
Grand;01.01.1962 00:00;27.09.2012 00:00;15;3;11
Grand;01.01.2002 00:00;22.11.2012 00:00;19;3;11
Grand;01.01.1912 00:00;02.10.2012 00:00;25;3;12
Grand;01.01.1962 00:00;27.09.2012 00:00;20;5;10
Grand;01.01.1962 00:00;27.09.2012 00:00;22;6;14
Grand;01.01.2002 00:00;02.10.2012 00:00;20;4;15
Grand;01.01.2002 00:00;27.09.2012 00:00;12;2;6
Moyen;01.01.1962 00:00;27.09.2012 00:00;13;3;11
Grand;01.01.2002 00:00;02.10.2012 00:00;16;4;13
Grand;01.01.1962 00:00;02.10.2012 00:00;18;3;20
Grand;01.01.2002 00:00;02.10.2012 00:00;13;3;10
Grand;01.01.1962 00:00;22.11.2012 00:00;17;3.7;13
Grand;01.01.1962 00:00;22.11.2012 00:00;17;3.7;11
Grand;01.01.1962 00:00;22.11.2012 00:00;18;3.7;9
Grand;05.03.2009 00:00;22.11.2012 00:00;5;2;4
Grand;18.02.2009 00:00;22.11.2012 00:00;6.5;2.3;4
Grand;01.01.1962 00:00;22.11.2012 00:00;14;3.2;12
Grand;01.01.1962 00:00;22.11.2012 00:00;14;3.7;7
